id_karte,ime,set,redkost,povprecna_cena,povprecna_cena_foil
74759,Maestros Ascendancy,SNC,Rare,$0.67,$1.75
74764,"Jaxis, the Troublemaker",SNC,Rare,$0.67,$0.98
74782,Scheming Fence,SNC,Rare,$0.61,$1.13
74793,All-Seeing Arbiter,SNC,Mythic,$0.70,$0.79
74789,Structural Assault,SNC,Rare,$0.63,$0.50
74772,Fleetfoot Dancer,SNC,Rare,$0.66,$0.99
74737,Mysterious Limousine,SNC,Rare,$0.59,$0.73
74771,Aven Heartstabber,SNC,Rare,$0.65,$0.98
74768,Getaway Car,SNC,Rare,$0.57,$0.68
74748,Meeting of the Five,SNC,Mythic,$0.63,$2.15
74797,Corpse Explosion,SNC,Rare,$0.57,$1.02
74763,"Toluz, Clever Conductor",SNC,Rare,$0.56,$0.99
74785,Cabaretti Ascendancy,SNC,Rare,$0.50,$0.76
74800,Riveteers Ascendancy,SNC,Rare,$0.61,$0.98
74755,Cemetery Tampering,SNC,Rare,$0.56,$1.69
74726,Maestros Diabolist,SNC,Rare,$0.50,$1.29
74753,Obscura Interceptor,SNC,Rare,$0.50,$0.81
74798,Shadow of Mortality,SNC,Rare,$0.50,$1.21
74795,Undercover Operative,SNC,Rare,$0.54,$2.12
74760,Shakedown Heavy,SNC,Rare,$0.55,$0.58
74773,Wiretapping,SNC,Rare,$0.50,$0.87
74757,Unleash the Inferno,SNC,Rare,$0.43,$0.37
74788,Widespread Thieving,SNC,Rare,$0.46,$0.62
74799,Obscura Ascendancy,SNC,Rare,$0.39,$2.25
74727,Reservoir Kraken,SNC,Rare,$0.43,$0.98
74778,Sanguine Spy,SNC,Rare,$0.40,$1.00
74756,Soul of Emancipation,SNC,Rare,$0.40,$0.49
74777,Workshop Warchief,SNC,Rare,$0.50,$1.53
74787,Hostile Takeover,SNC,Rare,$0.39,$0.44
74293,Rumor Gatherer,SNC,Uncommon,$0.40,$1.33
74297,Courier's Briefcase,SNC,Uncommon,$0.38,$0.50
74295,Incriminate,SNC,Common,$0.25,$0.50
74296,Light 'Em Up,SNC,Common,$0.25,$0.29
75283,Aerial Extortionist,SNC,Rare,N/A,$12.00
75339,Agent's Toolkit,SNC,Rare,N/A,$13.43
75284,Angelic Sleuth,SNC,Rare,N/A,$17.74
75316,Audacious Swap,SNC,Rare,N/A,$6.65
75295,Aven Courier,SNC,Rare,N/A,$5.46
75305,Bellowing Mauler,SNC,Rare,N/A,$2.62
75338,"Bess, Soul Nourisher",SNC,Rare,N/A,$8.95
75306,Body Count,SNC,Rare,N/A,$8.00
75286,Boss's Chauffeur,SNC,Rare,N/A,$9.49
75327,Bribe Taker,SNC,Rare,N/A,$1.97
75341,Brokers Confluence,SNC,Rare,N/A,$11.55
75340,Cabaretti Confluence,SNC,Rare,N/A,$4.99
75328,Caldaia Guardian,SNC,Rare,N/A,$4.02
75297,Cephalid Facetaker,SNC,Rare,N/A,$11.55
75293,Change of Plans,SNC,Rare,N/A,$11.15
75285,Contractual Safeguard,SNC,Rare,N/A,$7.15
75331,Crash the Party,SNC,Rare,N/A,$2.73
75342,Cryptic Pursuit,SNC,Rare,N/A,$6.17
75354,Currency Converter,SNC,Rare,N/A,$77.94
75287,Damning Verdict,SNC,Rare,N/A,$11.45
75344,"Denry Klin, Editor in Chief",SNC,Rare,N/A,$5.00
75319,Determined Iteration,SNC,Rare,N/A,$10.10
75329,Dodgy Jalopy,SNC,Rare,N/A,$2.97
75308,Dogged Detective,SNC,Rare,N/A,$6.25
75296,Extravagant Replication,SNC,Rare,N/A,$13.65
75353,False Floor,SNC,Rare,N/A,$5.29
75334,Family's Favor,SNC,Rare,N/A,$5.00
75332,First Responder,SNC,Rare,N/A,$2.10
75298,Flawless Forgery,SNC,Rare,N/A,$4.03
75355,Gavel of the Righteous,SNC,Rare,N/A,$2.82
75289,Grand Crescendo,SNC,Rare,N/A,$35.30
75343,Grime Gorger,SNC,Rare,N/A,$4.49
75299,In Too Deep,SNC,Rare,N/A,$11.00
75315,Indulge // Excess,SNC,Rare,N/A,$31.99
75318,Industrial Advancement,SNC,Rare,N/A,$5.53
75288,Jailbreak,SNC,Rare,N/A,$7.49
75345,"Jolene, the Plunder Queen",SNC,Rare,N/A,$33.91
75333,Killer Service,SNC,Rare,N/A,$5.78
75307,Lethal Scheme,SNC,Rare,N/A,$39.49
75346,Life Insurance,SNC,Rare,N/A,$14.19
75320,Life of the Party,SNC,Rare,N/A,$5.99
75347,Maestros Confluence,SNC,Rare,N/A,$1.77
75309,Make an Example,SNC,Rare,N/A,$6.24
75301,Mask of the Schemer,SNC,Rare,N/A,$5.70
75291,Master of Ceremonies,SNC,Rare,N/A,$18.58
75321,Mezzio Mugger,SNC,Rare,N/A,$7.98
75310,Misfortune Teller,SNC,Rare,N/A,$3.50
75330,Next of Kin,SNC,Rare,N/A,$3.99
75348,Obscura Confluence,SNC,Rare,N/A,$4.31
75349,"Oskar, Rubbish Reclaimer",SNC,Rare,N/A,$14.47
75335,Park Heights Maverick,SNC,Rare,N/A,$3.99
75351,Prosperous Partnership,SNC,Rare,N/A,$55.27
75312,Protection Racket,SNC,Rare,N/A,$9.60
75322,Rain of Riches,SNC,Rare,N/A,$31.97
75292,Resourceful Defense,SNC,Rare,N/A,$27.11
75350,Riveteers Confluence,SNC,Rare,N/A,$4.00
75323,Rose Room Treasurer,SNC,Rare,N/A,$10.85
75337,Scepter of Celebration,SNC,Rare,N/A,$6.57
75324,Seize the Spotlight,SNC,Rare,N/A,$40.25
75300,Shield Broker,SNC,Rare,N/A,$5.06
75302,Sinister Concierge,SNC,Rare,N/A,$10.33
75290,Skyboon Evangelist,SNC,Rare,N/A,$3.00
75303,Skyway Robber,SNC,Rare,N/A,$4.70
75356,Smuggler's Buggy,SNC,Rare,N/A,$6.18
75294,Smuggler's Share,SNC,Rare,N/A,$84.92
75325,Spellbinding Soprano,SNC,Rare,N/A,$5.00
75304,Storm of Forms,SNC,Rare,N/A,$2.90
75352,"Syrix, Carrier of the Flame",SNC,Rare,N/A,$17.63
75326,Turf War,SNC,Rare,N/A,$4.56
75336,Vivien's Stampede,SNC,Rare,N/A,$7.09
75311,Waste Management,SNC,Rare,N/A,$9.84
75313,Wave of Rats,SNC,Rare,N/A,$9.13
75357,Weathered Sentinels,SNC,Rare,N/A,$13.75
75314,Writ of Return,SNC,Rare,N/A,$6.12
75317,Xander's Pact,SNC,Rare,N/A,$6.13
75075,Smuggler's Share (Extended Art),NCC,Rare,$21.53,N/A
74933,Smuggler's Share,NCC,Rare,$15.99,N/A
74229,"Bennie Bracks, Zoologist (Extended Art)",NCC,Mythic,$12.44,$13.78
74228,"Bennie Bracks, Zoologist",NCC,Mythic,$11.00,$14.62
75065,Grand Crescendo (Extended Art),NCC,Rare,$9.61,N/A
74924,Rain of Riches (Extended Art),NCC,Rare,$9.34,N/A
74578,Lightning Greaves,NCC,Uncommon,$8.00,N/A
75108,Currency Converter (Extended Art),NCC,Rare,$9.28,N/A
74806,Grand Crescendo,NCC,Rare,$7.59,N/A
74921,Rain of Riches,NCC,Rare,$7.53,N/A
74656,Resourceful Defense (Extended Art),NCC,Rare,$7.17,N/A
74946,Weathered Sentinels (Extended Art),NCC,Rare,$6.37,N/A
74654,Resourceful Defense,NCC,Rare,$6.59,N/A
75064,Master of Ceremonies (Extended Art),NCC,Rare,$4.99,N/A
74942,Currency Converter,NCC,Rare,$5.50,N/A
74945,Weathered Sentinels,NCC,Rare,$5.06,N/A
75057,Extravagant Replication (Extended Art),NCC,Rare,$4.70,N/A
75083,Seize the Spotlight (Extended Art),NCC,Rare,$4.87,N/A
74622,Cascade Bluffs,NCC,Rare,$4.37,N/A
74892,Beastmaster Ascension,NCC,Rare,$4.20,N/A
74835,Twilight Mire,NCC,Rare,$4.59,N/A
74810,Master of Ceremonies,NCC,Rare,$4.38,N/A
74619,Karn's Bastion,NCC,Rare,$3.92,N/A
74837,Scute Swarm,NCC,Rare,$3.85,N/A
75013,Strionic Resonator,NCC,Rare,$3.82,N/A
75072,Lethal Scheme (Extended Art),NCC,Rare,$4.77,N/A
74614,Flooded Grove,NCC,Rare,$3.82,N/A
74873,Avenger of Zendikar,NCC,Mythic,$3.49,N/A
74538,Extravagant Replication,NCC,Rare,$3.51,N/A
74955,"Jolene, the Plunder Queen (Extended Art)",NCC,Rare,$4.12,N/A
75067,Damning Verdict (Extended Art),NCC,Rare,$3.28,N/A
75018,Fetid Heath,NCC,Rare,$3.06,N/A
74917,Rugged Prairie,NCC,Rare,$2.75,N/A
74849,Path to Exile,NCC,Uncommon,$2.85,N/A
74565,Ponder,NCC,Common,$2.51,N/A
74820,Seize the Spotlight,NCC,Rare,$3.84,N/A
74926,Blasphemous Act,NCC,Rare,$2.51,N/A
74604,Generous Gift,NCC,Uncommon,$2.49,N/A
74914,Protection Racket (Extended Art),NCC,Rare,$2.95,N/A
74997,Swords to Plowshares,NCC,Uncommon,$2.35,N/A
75098,Life Insurance (Extended Art),NCC,Rare,$2.74,N/A
75069,Body Count (Extended Art),NCC,Rare,$2.34,N/A
74675,Damning Verdict,NCC,Rare,$2.00,N/A
75085,Rose Room Treasurer (Extended Art),NCC,Rare,$2.14,N/A
74624,Nesting Grounds,NCC,Rare,$2.19,N/A
74855,Boros Charm,NCC,Uncommon,$2.06,N/A
75066,Aerial Extortionist (Extended Art),NCC,Rare,$2.84,N/A
74891,Garruk's Uprising,NCC,Uncommon,$2.03,N/A
74564,Twinning Staff,NCC,Rare,$2.00,N/A
74938,Lethal Scheme,NCC,Rare,$2.52,N/A
74862,Farseek,NCC,Common,$1.84,N/A
74956,"Jolene, the Plunder Queen",NCC,Rare,$2.07,N/A
75091,"Tivit, Seller of Secrets (Extended Art)",NCC,Mythic,$1.99,$3.04
74896,Felidar Retreat,NCC,Rare,$1.85,N/A
74302,"Mari, the Killing Quill",NCC,Rare,$1.43,$2.28
74610,Rishkar's Expertise,NCC,Rare,$1.65,N/A
75077,Determined Iteration (Extended Art),NCC,Rare,$2.02,N/A
75071,Make an Example (Extended Art),NCC,Rare,$1.51,N/A
74580,Sol Ring,NCC,Uncommon,$1.50,N/A
74882,Idol of Oblivion,NCC,Rare,$1.50,N/A
74888,Kodama's Reach,NCC,Common,$1.55,N/A
74527,Body Count,NCC,Rare,$1.85,N/A
74651,Evolution Sage,NCC,Uncommon,$1.42,N/A
74860,Beast Within,NCC,Uncommon,$1.32,N/A
74596,Power Conduit,NCC,Uncommon,$1.61,N/A
75104,Prosperous Partnership (Extended Art),NCC,Rare,$1.41,N/A
74567,Frantic Search,NCC,Common,$1.42,N/A
74864,Call the Coppercoats,NCC,Rare,$1.43,N/A
74879,Chaos Warp,NCC,Rare,$1.47,N/A
74543,Mystic Confluence,NCC,Rare,$1.45,N/A
75106,Scepter of Celebration (Extended Art),NCC,Rare,$1.39,N/A
74904,Castle Ardenvale,NCC,Rare,$1.32,N/A
74911,Protection Racket,NCC,Rare,$1.99,N/A
75056,Cephalid Facetaker (Extended Art),NCC,Rare,$1.25,N/A
74826,Sakura-Tribe Elder,NCC,Common,$1.25,N/A
74889,Awakening Zone,NCC,Rare,$1.45,N/A
75080,Life of the Party (Extended Art),NCC,Rare,$1.54,N/A
74575,Dimir Signet,NCC,Common,$1.11,N/A
74576,Fellwar Stone,NCC,Uncommon,$1.30,N/A
75061,In Too Deep (Extended Art),NCC,Rare,$1.49,N/A
74817,Rose Room Treasurer,NCC,Rare,$1.47,N/A
74617,Gavony Township,NCC,Rare,$1.73,N/A
74853,World Shaper,NCC,Rare,$1.10,N/A
74568,Goblin Electromancer,NCC,Common,$0.90,N/A
74525,Determined Iteration,NCC,Rare,$1.34,N/A
74842,Solemn Simulacrum,NCC,Rare,$1.01,N/A
74597,Swiftfoot Boots,NCC,Uncommon,$1.35,N/A
74934,Life Insurance,NCC,Rare,$1.60,N/A
74824,Savage Lands,NCC,Uncommon,$1.00,N/A
75003,Austere Command,NCC,Rare,$1.00,N/A
74639,Luminarch Aspirant,NCC,Rare,$0.99,N/A
74828,Champion of Lambholt,NCC,Rare,$0.93,N/A
74845,Temur Sabertooth,NCC,Uncommon,$1.21,N/A
75089,Family's Favor (Extended Art),NCC,Rare,$1.43,N/A
74807,Indulge // Excess,NCC,Rare,$1.49,N/A
74306,"Mari, the Killing Quill (Extended Art)",NCC,Rare,$1.00,$1.62
74612,Canopy Vista,NCC,Rare,$0.99,N/A
74561,Bedevil,NCC,Rare,$0.86,N/A
74894,Duelist's Heritage,NCC,Rare,$0.89,N/A
74886,Lifecrafter's Bestiary,NCC,Rare,$0.89,N/A
74572,Arcane Signet,NCC,Common,$1.00,N/A
74672,Brokers Confluence (Extended Art),NCC,Rare,$0.99,N/A
75053,Change of Plans (Extended Art),NCC,Rare,$0.84,N/A
74579,Rakdos Signet,NCC,Uncommon,$0.82,N/A
74918,Industrial Advancement (Extended Art),NCC,Rare,$1.00,N/A
74581,Wayfarer's Bauble,NCC,Common,$1.00,N/A
74541,Clone Legion,NCC,Mythic,$0.99,N/A
74660,Gavel of the Righteous (Extended Art),NCC,Rare,$1.00,N/A
74577,Izzet Signet,NCC,Common,$0.78,N/A
74646,Steelbane Hydra,NCC,Rare,$1.00,N/A
74832,Temple of the False God,NCC,Uncommon,$0.75,N/A
74640,Incubation Druid,NCC,Rare,$0.80,N/A
74872,Noxious Gearhulk,NCC,Mythic,$0.91,N/A
74954,The Beamtown Bullies (Extended Art),NCC,Mythic,$1.22,$1.50
74984,Fallen Shinobi,NCC,Rare,$0.89,N/A
74902,Victimize,NCC,Uncommon,$0.75,N/A
75087,"Henzie ""Toolbox"" Torre (Extended Art)",NCC,Mythic,$1.07,$1.55
74227,Tenuous Truce,NCC,Rare,$0.88,$1.24
73913,"Anhelo, the Painter (Extended Art)",NCC,Mythic,$1.33,$1.39
74585,Command Tower,NCC,Common,$0.61,N/A
74542,Dig Through Time,NCC,Rare,$0.70,N/A
74598,Oblivion Stone,NCC,Rare,$0.80,N/A
74669,Contractual Safeguard (Extended Art),NCC,Rare,$0.89,N/A
75063,Jailbreak (Extended Art),NCC,Rare,$0.97,N/A
74868,March of the Multitudes,NCC,Mythic,$0.80,N/A
75014,Quietus Spike,NCC,Rare,$1.00,N/A
74865,Cultivate,NCC,Common,$0.63,N/A
74885,Artisan of Kozilek,NCC,Uncommon,$0.68,N/A
74854,Aura Mutation,NCC,Rare,$0.75,N/A
75092,"Bess, Soul Nourisher (Extended Art)",NCC,Rare,$0.77,N/A
75041,Ogre // Insect Double-sided Token,NCC,Token,$0.69,N/A
74573,Feed the Swarm,NCC,Common,$0.60,N/A
74866,Life's Legacy,NCC,Rare,$0.79,N/A
75385,Punch Card Token (5 // 8),NCC,Token,$0.41,N/A
74653,Family's Favor,NCC,Rare,$0.90,N/A
74869,Inferno Titan,NCC,Mythic,$0.75,N/A
74664,Slippery Bogbonder,NCC,Rare,$0.90,N/A
74559,"Squee, the Immortal",NCC,Rare,$0.64,N/A
74992,"Wrexial, the Risen Deep",NCC,Mythic,$0.90,N/A
74809,Life of the Party,NCC,Rare,$0.83,N/A
74680,Angelic Sleuth (Extended Art),NCC,Rare,$0.73,N/A
75387,Punch Card Token (5 // 10),NCC,Token,$0.41,N/A
75383,Punch Card Token (5 // 6),NCC,Token,$0.41,N/A
74916,Industrial Advancement,NCC,Rare,$0.77,N/A
74562,"Kess, Dissident Mage",NCC,Mythic,$0.79,N/A
75102,"Oskar, Rubbish Reclaimer (Extended Art)",NCC,Rare,$0.89,N/A
74632,Smoldering Marsh,NCC,Rare,$0.70,N/A
74670,Agent's Toolkit (Extended Art),NCC,Rare,$0.74,N/A
75070,Dogged Detective (Extended Art),NCC,Rare,$0.75,N/A
74968,"Drana, Liberator of Malakir",NCC,Mythic,$0.87,N/A
74990,Sun Titan,NCC,Mythic,$0.75,N/A
74976,"Alela, Artful Provocateur",NCC,Mythic,$0.75,N/A
74545,Army of the Damned,NCC,Mythic,$0.68,N/A
74635,Devoted Druid,NCC,Uncommon,$1.00,N/A
74595,Everflowing Chalice,NCC,Uncommon,$0.55,N/A
74661,Forgotten Ancient,NCC,Rare,$0.51,N/A
74878,Giant Adephage,NCC,Mythic,$0.70,N/A
74570,Preordain,NCC,Common,$0.60,N/A
75078,Shamanic Revelation,NCC,Rare,$0.51,N/A
74831,Temple of Malady,NCC,Rare,$0.53,N/A
74592,Ajani Unyielding,NCC,Mythic,$0.61,N/A
75011,Orzhov Signet,NCC,Uncommon,$0.47,N/A
74608,Urban Evolution,NCC,Uncommon,$0.39,N/A
75009,Azorius Signet,NCC,Uncommon,$0.50,N/A
74816,Kessig Wolf Run,NCC,Rare,$0.80,N/A
74848,Thunderfoot Baloth,NCC,Rare,$0.66,N/A
73921,"Kitt Kanto, Mayhem Diva (Extended Art)",NCC,Mythic,$0.74,$0.88
74665,"Roalesk, Apex Hybrid",NCC,Mythic,$0.55,N/A
74631,Seaside Citadel,NCC,Uncommon,$0.59,N/A
74657,Vorel of the Hull Clade,NCC,Rare,$0.50,N/A
75079,Xander's Pact (Extended Art),NCC,Rare,$0.60,N/A
75062,Boss's Chauffeur (Extended Art),NCC,Rare,$0.79,N/A
75093,Killer Service (Extended Art),NCC,Rare,$0.70,N/A
74833,Magus of the Wheel,NCC,Rare,$0.51,N/A
74682,Park Heights Maverick (Extended Art),NCC,Rare,$0.57,N/A
75109,Smuggler's Buggy (Extended Art),NCC,Rare,$0.80,N/A
74544,River's Rebuke,NCC,Rare,$0.50,N/A
74633,Sunken Hollow,NCC,Rare,$0.55,N/A
74638,Temple of Mystery,NCC,Rare,$0.50,N/A
74231,Threefold Signal,NCC,Mythic,$0.80,$1.00
74530,Make an Example,NCC,Rare,$0.88,N/A
74818,Scepter of Celebration,NCC,Rare,$0.59,N/A
74840,Wood Elves,NCC,Common,$0.60,N/A
74908,Jungle Shrine,NCC,Uncommon,$0.46,N/A
75384,Punch Card Token (5 // 7),NCC,Token,$0.26,N/A
74856,Kresh the Bloodbraided,NCC,Mythic,$0.68,N/A
74949,Wave of Rats (Extended Art),NCC,Rare,$0.50,N/A
74300,Boxing Ring,NCC,Rare,$0.56,$1.25
74950,Aerial Extortionist,NCC,Rare,$1.01,N/A
74871,Harmonize,NCC,Uncommon,$0.43,N/A
73911,"Kamiz, Obscura Oculus (Extended Art)",NCC,Mythic,$0.85,$0.96
75019,Rogue's Passage,NCC,Uncommon,$0.45,N/A
74642,Scavenging Ooze,NCC,Rare,$0.50,N/A
74874,Terminate,NCC,Uncommon,$0.50,N/A
75086,"Parnesse, the Subtle Brush (Extended Art)",NCC,Mythic,$0.75,$0.75
73874,"Anhelo, the Painter",NCC,Mythic,$0.73,$0.75
74966,Chasm Skulker,NCC,Rare,$0.66,N/A
74812,Cinder Glade,NCC,Rare,$0.50,N/A
74982,Dragonlord Ojutai,NCC,Mythic,$0.51,N/A
74931,Mezzio Mugger (Extended Art),NCC,Rare,$0.68,N/A
74898,Assemble the Legion,NCC,Rare,$0.49,N/A
73873,"Henzie ""Toolbox"" Torre",NCC,Mythic,$0.51,$0.71
74652,"Jenara, Asura of War",NCC,Mythic,$0.54,N/A
75054,Mask of the Schemer (Extended Art),NCC,Rare,$0.50,N/A
74586,Myriad Landscape,NCC,Uncommon,$0.40,N/A
75074,Writ of Return (Extended Art),NCC,Rare,$0.53,N/A
74609,Bant Panorama,NCC,Common,$0.35,N/A
75107,False Floor (Extended Art),NCC,Rare,$0.65,N/A
73871,"Kitt Kanto, Mayhem Diva",NCC,Mythic,$0.50,$0.50
74526,"Parnesse, the Subtle Brush",NCC,Mythic,$0.50,$0.50
74655,"Rishkar, Peema Renegade",NCC,Rare,$0.42,N/A
75059,Skyway Robber (Extended Art),NCC,Rare,$0.50,N/A
74948,Wave of Rats,NCC,Rare,$0.50,N/A
74843,Arasta of the Endless Web,NCC,Rare,$0.45,N/A
74851,Artifact Mutation,NCC,Rare,$0.39,N/A
75081,Audacious Swap (Extended Art),NCC,Rare,$0.52,N/A
74616,Fortified Village,NCC,Rare,$0.49,N/A
74814,Jund Panorama,NCC,Common,$0.41,N/A
75101,Vivien's Stampede (Extended Art),NCC,Rare,$0.45,N/A
74677,Aven Courier (Extended Art),NCC,Rare,$0.50,N/A
74668,Contractual Safeguard,NCC,Rare,$0.50,N/A
74893,Deathreap Ritual,NCC,Uncommon,$0.36,N/A
74662,Gavel of the Righteous,NCC,Rare,$0.50,N/A
74637,Grateful Apparition,NCC,Uncommon,$0.30,N/A
74847,"Kazuul, Tyrant of the Cliffs",NCC,Rare,$0.62,N/A
74821,Mosswort Bridge,NCC,Rare,$0.45,N/A
74630,Prairie Stream,NCC,Rare,$0.49,N/A
74870,Rampant Growth,NCC,Common,$0.35,N/A
74684,Shield Broker (Extended Art),NCC,Rare,$0.50,N/A
74827,Spinerock Knoll,NCC,Rare,$0.35,N/A
74303,Spiteful Repossession,NCC,Rare,$0.50,$0.84
74973,Thief of Sanity,NCC,Rare,$0.47,N/A
75103,Caldaia Guardian (Extended Art),NCC,Rare,$0.49,N/A
74907,Castle Embereth,NCC,Rare,$0.45,N/A
74841,Disciple of Bolas,NCC,Rare,$0.42,N/A
74863,"Etali, Primal Storm",NCC,Rare,$0.49,N/A
74890,Evolutionary Leap,NCC,Rare,$0.46,N/A
74858,Explore,NCC,Common,$0.33,N/A
74659,Fathom Mage,NCC,Rare,$0.35,N/A
74583,Grixis Panorama,NCC,Common,$0.37,N/A
74887,Intangible Virtue,NCC,Uncommon,$0.31,N/A
74932,Mezzio Mugger,NCC,Rare,$0.49,N/A
74839,Overgrown Battlement,NCC,Uncommon,$0.35,N/A
73872,"Perrie, the Pulverizer",NCC,Mythic,$0.50,$0.50
74558,Rekindling Phoenix,NCC,Mythic,$0.58,N/A
74687,Skyboon Evangelist (Extended Art),NCC,Rare,$0.41,N/A
75037,Soldier // Cat Beast Double-sided Token,NCC,Token,$0.25,N/A
74641,Vivid Creek,NCC,Uncommon,$0.35,N/A
74923,Windbrisk Heights,NCC,Rare,$0.40,N/A
74915,Windgrace's Judgment,NCC,Rare,$0.50,N/A
18599,Bone Harvest,BTD,Common,$9.32,N/A
18654,Shivan Dragon,BTD,Rare,$5.00,N/A
18638,Lightning Bolt,BTD,Common,$3.78,N/A
18606,Counterspell,BTD,Common,$2.99,N/A
18596,Ball Lightning,BTD,Rare,$2.36,N/A
18620,Fireball,BTD,Common,$2.07,N/A
18609,Dark Ritual,BTD,Common,$1.34,N/A
18669,Tolarian Winds,BTD,Common,$1.72,N/A
23570,Mountain (85),BTD,Land,$1.47,N/A
23563,Island (79),BTD,Land,$1.25,N/A
18673,Wild Growth,BTD,Common,$1.24,N/A
18600,Brainstorm,BTD,Common,$1.18,N/A
18646,Quirion Elves,BTD,Common,$0.67,N/A
18632,Impulse,BTD,Common,$1.09,N/A
18639,Llanowar Elves,BTD,Common,$0.68,N/A
18645,Power Sink,BTD,Common,$0.55,N/A
23573,Mountain (87),BTD,Land,$0.85,N/A
18612,Diabolic Edict,BTD,Common,$0.81,N/A
23572,Mountain (86),BTD,Land,$0.74,N/A
23555,Forest (88),BTD,Land,$0.74,N/A
18648,Rampant Growth,BTD,Common,$0.61,N/A
18613,Diabolic Vision,BTD,Uncommon,$0.61,N/A
23567,Island (81),BTD,Land,$0.69,N/A
18635,Kird Ape,BTD,Common,$0.59,N/A
23566,Island (80),BTD,Land,$0.56,N/A
18614,Drain Life,BTD,Common,$0.47,N/A
23583,Swamp (83),BTD,Land,$0.55,N/A
18621,Fog,BTD,Common,$0.69,N/A
18655,Shock,BTD,Common,$0.45,N/A
23584,Swamp (84),BTD,Land,$0.50,N/A
23558,Forest (90),BTD,Land,$0.53,N/A
23581,Swamp (82),BTD,Land,$0.48,N/A
18649,Remote Isle,BTD,Common,$0.50,N/A
18666,Terror,BTD,Common,$0.41,N/A
18658,Slippery Karst,BTD,Common,$0.43,N/A
18659,Smoldering Crater,BTD,Common,$0.45,N/A
18616,Ebon Stronghold,BTD,Uncommon,$0.43,N/A
23557,Forest (89),BTD,Land,$0.38,N/A
18644,Polluted Mire,BTD,Common,$0.50,N/A
18615,Dwarven Ruins,BTD,Uncommon,$0.35,N/A
18623,Force of Nature,BTD,Rare,$0.47,N/A
18664,Talruum Minotaur,BTD,Common,$0.26,N/A
18611,Death Stroke,BTD,Common,$0.30,N/A
18637,Leviathan,BTD,Rare,$0.39,N/A
18647,Raging Goblin,BTD,Common,$0.29,N/A
18622,Fog Elemental,BTD,Common,$0.25,N/A
18641,Mahamoti Djinn,BTD,Rare,$0.42,N/A
18667,Thunderbolt,BTD,Common,$0.25,N/A
18674,Woolly Spider,BTD,Common,$0.31,N/A
18650,Scaled Wurm,BTD,Common,$0.25,N/A
18656,Skittering Horror,BTD,Common,$0.25,N/A
18662,Svyelunite Temple,BTD,Uncommon,$0.35,N/A
18602,Clockwork Beast,BTD,Rare,$0.47,N/A
18618,Fallen Angel,BTD,Rare,$0.43,N/A
18629,Havenwood Battleground,BTD,Uncommon,$0.34,N/A
18675,Yavimaya Wurm,BTD,Common,$0.39,N/A
18595,Balduvian Horde,BTD,Rare,$0.40,N/A
18601,Clockwork Avian,BTD,Rare,$0.42,N/A
18605,Coercion,BTD,Common,$0.25,N/A
18660,Snapping Drake,BTD,Common,$0.24,N/A
18597,Blizzard Elemental,BTD,Rare,$0.40,N/A
18627,Giant Growth,BTD,Common,$0.31,N/A
18634,Killer Whale,BTD,Uncommon,$0.30,N/A
18640,Lowland Giant,BTD,Common,$0.26,N/A
18594,Air Elemental,BTD,Uncommon,$0.25,N/A
18643,Plated Spider,BTD,Common,$0.25,N/A
18607,Crash of Rhinos,BTD,Common,$0.24,N/A
18610,Deadly Insect,BTD,Common,$0.30,N/A
18671,Vigilant Drake,BTD,Common,$0.25,N/A
18672,Wayward Soul,BTD,Common,$0.24,N/A
18626,Giant Crab,BTD,Common,$0.25,N/A
18651,Segmented Wurm,BTD,Uncommon,$0.25,N/A
18657,Skittering Skirge,BTD,Common,$0.25,N/A
18661,Sonic Burst,BTD,Common,$0.25,N/A
18603,Cloud Djinn,BTD,Uncommon,$0.25,N/A
18628,Gravedigger,BTD,Common,$0.25,N/A
18636,Lava Axe,BTD,Common,$0.25,N/A
18653,Shambling Strider,BTD,Common,$0.25,N/A
18604,Cloud Elemental,BTD,Common,$0.22,N/A
18630,Hollow Dogs,BTD,Common,$0.24,N/A
18665,Tar Pit Warrior,BTD,Common,$0.25,N/A
18598,Bloodrock Cyclops,BTD,Common,$0.24,N/A
18625,Gaseous Form,BTD,Common,$0.23,N/A
18608,Crashing Boars,BTD,Uncommon,$0.25,N/A
18619,Feral Shadow,BTD,Common,$0.24,N/A
18631,Hulking Cyclops,BTD,Uncommon,$0.25,N/A
18668,Thundering Giant,BTD,Uncommon,$0.25,N/A
18670,Viashino Warrior,BTD,Common,$0.22,N/A
18617,Erhnam Djinn,BTD,Uncommon,N/A,$1.00
18642,Mountain,BTD,Land,N/A,N/A
18652,Sengir Vampire,BTD,Uncommon,N/A,$3.69
18663,Swamp,BTD,Land,N/A,N/A
73649,Raffine's Tower (Borderless),SNC,Rare,$21.27,$43.04
73636,Spara's Headquarters (Borderless),SNC,Rare,$17.99,$39.83
73905,Ledger Shredder (Extended Art),SNC,Rare,$21.27,$31.61
73651,Ziatora's Proving Ground (Borderless),SNC,Rare,$17.25,$36.75
73646,Xander's Lounge (Borderless),SNC,Rare,$16.52,$40.88
73644,Jetmir's Garden (Borderless),SNC,Rare,$15.47,$34.20
74098,Unlicensed Hearse (Extended Art),SNC,Rare,$14.69,$19.99
73648,Raffine's Tower (Showcase),SNC,Rare,$10.25,$11.82
73907,"Ob Nixilis, the Adversary (Borderless)",SNC,Mythic,$11.70,$24.86
